source_relative_path,target_relative_path,bucket,brand,score,doc_type,theme,suggested_title,rationale
Documentacao Tecnica/Schindler/Schindler - chapter 16.pdf,review/Schindler/LED Indicators.pdf,review,Schindler,4,Manual,LED indicators and encoder wiring,LED Indicators,high=wiring; medium=connection; doc_suffix
Documentacao Tecnica/Schindler/Schindler - drawingEarth.pdf,review/Schindler/Schindler - drawingEarth.pdf,review,Schindler,4,Unknown,Electrical installation,Earth drawing,high=schematic; medium=electrical; doc_suffix
Documentacao Tecnica/Schindler/Schindler - ebcom a.pdf,review/Schindler/Schindler - ebcom a.pdf,review,Schindler,6,Unknown,Unknown,EBCOM Hardware Drawing,"high=electrical schematic,schematic; medium=electrical; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - ebcom68.pdf,high_confidence/Schindler/EBCOM 68 Connector Schematic.pdf,high_confidence,Schindler,16,Wiring Diagram,Connector schematic,EBCOM 68 Connector Schematic,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - gcio360.pdf,high_confidence/Schindler/GCIO360 Schematics.pdf,high_confidence,Schindler,17,Wiring Diagram,Electrical schematic,GCIO360 Schematics,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - ice1.pdf,high_confidence/Schindler/ICE1 Schematic Diagram.pdf,high_confidence,Schindler,18,Wiring Diagram,Controller wiring schematic,ICE1 Schematic Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic,pinout; medium=diagram,circuit,controller wiring; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - j 41900001 Mainstation.pdf,high_confidence/Schindler/SchindlerID Main Station Wiring Instruction.pdf,high_confidence,Schindler,14,Wiring Diagram,Main station wiring and hardware layout,SchindlerID Main Station Wiring Instruction,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - j582117e dup1.pdf,review/Schindler/GFU Standard Watt V4000 Vacon CXL.pdf,review,Schindler,4,Manual,Drive inverter operation,GFU Standard Watt V4000 / Vacon CXL,high=wiring; medium=connection; doc_suffix
Documentacao Tecnica/Schindler/Schindler - k602168e.pdf,high_confidence/Schindler/Load Measuring Device with Strain Gauge.pdf,high_confidence,Schindler,7,Datasheet,Load measuring device,Load Measuring Device with Strain Gauge,"high=circuit diagram,circuit diagrams; medium=diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - notice.pdf,high_confidence/Schindler/SDIC X400 to XVSTS Cabling Correction.pdf,high_confidence,Schindler,15,Wiring Diagram,Door Controller Wiring Correction,SDIC X400 to XVSTS Cabling Correction,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,controller wiring; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 01.jpg,high_confidence/Schindler/Electrical Schematic Page 1.jpg,high_confidence,Schindler,18,Wiring Diagram,Control cabinet wiring,Electrical Schematic Page 1,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 02.jpg,high_confidence/Schindler/Electrical Schematic Page 2.jpg,high_confidence,Schindler,18,Wiring Diagram,Control cabinet wiring,Electrical Schematic Page 2,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 03.jpg,high_confidence/Schindler/Electrical Schematic Page 3.jpg,high_confidence,Schindler,17,Wiring Diagram,Control cabinet wiring,Electrical Schematic Page 3,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 05.jpg,high_confidence/Schindler/Electrical Schematic Page 5.jpg,high_confidence,Schindler,18,Wiring Diagram,Control cabinet wiring,Electrical Schematic Page 5,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 06.jpg,high_confidence/Schindler/Electrical Schematic Page 6.jpg,high_confidence,Schindler,17,Wiring Diagram,Power supply and control cabinet,Electrical Schematic Page 6,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 07.jpg,high_confidence/Schindler/Schindler Controller Supply and Power Options.jpg,high_confidence,Schindler,15,Wiring Diagram,Controller supply / power supply options,Schindler Controller Supply and Power Options,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 08.jpg,high_confidence/Schindler/Schindler Controller Supply and Power Options__dup1.jpg,high_confidence,Schindler,16,Wiring Diagram,Controller supply / power supply options,Schindler Controller Supply and Power Options,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 10.jpg,high_confidence/Schindler/Schindler Hoistway Lighting Circuit.jpg,high_confidence,Schindler,19,Wiring Diagram,Hoistway lighting and controller auxiliaries,Schindler Hoistway Lighting Circuit,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram,circuit,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 11.jpg,high_confidence/Schindler/Schindler Safety Circuit Diagram.jpg,high_confidence,Schindler,17,Wiring Diagram,Safety circuit / inspection / bypass,Schindler Safety Circuit Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,circuit diagram,wiring; medium=diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 12.jpg,high_confidence/Schindler/Schindler Safety Circuit Contacts.jpg,high_confidence,Schindler,15,Wiring Diagram,Safety circuit / contact inputs,Schindler Safety Circuit Contacts,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,circuit; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 13.jpg,high_confidence/Schindler/Schindler Inspection and Hoistway Contacts.jpg,high_confidence,Schindler,14,Wiring Diagram,Inspection / car and hoistway contacts,Schindler Inspection and Hoistway Contacts,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 14.jpg,high_confidence/Schindler/Schindler Door and Lighting Circuit.jpg,high_confidence,Schindler,17,Wiring Diagram,Door lighting / door auxiliary circuits,Schindler Door and Lighting Circuit,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram,circuit,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 16.jpg,high_confidence/Schindler/Schindler Motor Drive and Brake Control.jpg,high_confidence,Schindler,15,Wiring Diagram,Motor drive / brake control,Schindler Motor Drive and Brake Control,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 17.jpg,high_confidence/Schindler/Schindler Door Operator Wiring.jpg,high_confidence,Schindler,14,Wiring Diagram,Door operator / door control,Schindler Door Operator Wiring,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 18.jpg,high_confidence/Schindler/Schindler Load Measurement Circuit.jpg,high_confidence,Schindler,16,Wiring Diagram,Load measurement / car weighing,Schindler Load Measurement Circuit,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,circuit,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 19.jpg,high_confidence/Schindler/Schindler Landing Interface and Floor Calls.jpg,high_confidence,Schindler,15,Wiring Diagram,Landing interface / floor call panel,Schindler Landing Interface and Floor Calls,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 20.jpg,high_confidence/Schindler/Schindler Landing Interface Module.jpg,high_confidence,Schindler,15,Wiring Diagram,Landing interface / floor modes and calls,Schindler Landing Interface Module,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 21.jpg,high_confidence/Schindler/Schindler Car Operating Panel Wiring.jpg,high_confidence,Schindler,14,Wiring Diagram,Car operating panel / floor indication,Schindler Car Operating Panel Wiring,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 22.jpg,high_confidence/Schindler/Schindler Landing Indicator Panel Wiring.jpg,high_confidence,Schindler,14,Wiring Diagram,Landing indicators / hall calls,Schindler Landing Indicator Panel Wiring,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 24.jpg,high_confidence/Schindler/Schindler Car Operating Panel.jpg,high_confidence,Schindler,14,Wiring Diagram,Car operating panel / cabin controls,Schindler Car Operating Panel,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 25.jpg,high_confidence/Schindler/Schindler Car Operating Modes and Relays.jpg,high_confidence,Schindler,14,Wiring Diagram,Car inspection / relays / operating modes,Schindler Car Operating Modes and Relays,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 26.jpg,high_confidence/Schindler/Schindler Emergency and Relay Outputs.jpg,high_confidence,Schindler,14,Wiring Diagram,Auxiliary relays / emergency operation,Schindler Emergency and Relay Outputs,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 27.jpg,high_confidence/Schindler/Schindler External Interface and Emergency Power.jpg,high_confidence,Schindler,16,Wiring Diagram,External interfaces / evacuation and emergency power,Schindler External Interface and Emergency Power,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 28.jpg,high_confidence/Schindler/Schindler Controller Cabinet Wiring - Fire Operation.jpg,high_confidence,Schindler,15,Wiring Diagram,Fire operation / controller cabinet wiring,Schindler Controller Cabinet Wiring - Fire Operation,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 29.jpg,high_confidence/Schindler/Schindler Shaft Door Wiring - Second Hand Option.jpg,high_confidence,Schindler,18,Wiring Diagram,Shaft doors / second hand option,Schindler Shaft Door Wiring - Second Hand Option,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 30.jpg,high_confidence/Schindler/Schindler Shaft Door Wiring - Option Connections.jpg,high_confidence,Schindler,17,Wiring Diagram,Shaft doors / second hand option,Schindler Shaft Door Wiring - Option Connections,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 31.jpg,high_confidence/Schindler/Schindler Shaft Door Wiring - Second Hand Option__dup1.jpg,high_confidence,Schindler,16,Wiring Diagram,Shaft doors / second hand option,Schindler Shaft Door Wiring - Second Hand Option,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 32.jpg,high_confidence/Schindler/Schindler I O Wiring Diagram.jpg,high_confidence,Schindler,16,Wiring Diagram,I/O and door signal logic,Schindler I/O Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 33.jpg,high_confidence/Schindler/Schindler Power Distribution Board Wiring.jpg,high_confidence,Schindler,14,Wiring Diagram,Power distribution cabinet,Schindler Power Distribution Board Wiring,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 34.jpg,high_confidence/Schindler/Schindler Cabinet Interconnection Diagram.jpg,high_confidence,Schindler,15,Wiring Diagram,Main cabinet interconnections,Schindler Cabinet Interconnection Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,connection; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 35.jpg,high_confidence/Schindler/Schindler Option Wiring Diagram.jpg,high_confidence,Schindler,14,Wiring Diagram,Cabinet option wiring,Schindler Option Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - pag 37.jpg,high_confidence/Schindler/Schindler LON Interface Wiring Diagram.jpg,high_confidence,Schindler,18,Wiring Diagram,Controller cabinet / LON interface,Schindler LON Interface Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,connection,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - piolg a.pdf,review/Schindler/Schindler - piolg a.pdf,review,Schindler,4,Unknown,PIO wiring or logic set,PIO logic document,high=wiring; medium=diagram; doc_suffix
Documentacao Tecnica/Schindler/Schindler - piolg t.pdf,review/Schindler/Schindler - piolg t.pdf,review,Schindler,4,Unknown,PIO wiring or logic set,PIO logic document,high=wiring; medium=diagram; doc_suffix
Documentacao Tecnica/Schindler/Schindler - sciipinv t.pdf,review/Schindler/SKIIP Pack for VF120BR Technical Description.pdf,review,Schindler,6,Datasheet,Inverter Module / Power Electronics,SKIIP Pack for VF120BR Technical Description,"high=schematic,schematics; medium=electrical; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - var301.pdf,high_confidence/Schindler/VARIDOR 30 Interface Diagram.pdf,high_confidence,Schindler,16,Wiring Diagram,Door interface / VARIDOR 30,VARIDOR 30 Interface Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,connection,interface; doc_suffix"
Documentacao Tecnica/Schindler/Schindler - var302.pdf,high_confidence/Schindler/VARIDOR 30 Connection Diagram.pdf,high_confidence,Schindler,19,Wiring Diagram,Door interface / VARIDOR 30,VARIDOR 30 Connection Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,circuit,connection,interface; doc_suffix"
Documentacao Tecnica/TKE/TKE - 01 - 03 - 97 - MAQ - W116 - E - W136.pdf,high_confidence/TKE/TKE - 01 - 03 - 97 - MAQ - W116 - E - W136.pdf,high_confidence,TKE,14,Wiring Diagram,Wiring and machine room layout,TKE MAQ W116 / W136,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1513 66.pdf,high_confidence/TKE/TKE - 1513 66.pdf,high_confidence,TKE,15,Wiring Diagram,Control system / wiring,TKE 1513-66 Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1513 67.pdf,high_confidence/TKE/TKE - 1513 67.pdf,high_confidence,TKE,15,Wiring Diagram,Control system / wiring,TKE 1513-67 Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,connection; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1513 75.pdf,high_confidence/TKE/TKE - 1513 75.pdf,high_confidence,TKE,15,Wiring Diagram,Control system / wiring,TKE 1513-75 Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1513 77.pdf,high_confidence/TKE/TKE - 1513 77.pdf,high_confidence,TKE,15,Wiring Diagram,Control system / wiring,TKE 1513-77 Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1513 78.pdf,high_confidence/TKE/TKE - 1513 78.pdf,high_confidence,TKE,15,Wiring Diagram,Control system / wiring,TKE 1513-78 Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,connection; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1513 81.pdf,high_confidence/TKE/TKE - 1513 81.pdf,high_confidence,TKE,14,Wiring Diagram,Control system / wiring,TKE 1513-81 Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1513 82.pdf,high_confidence/TKE/TKE - 1513 82.pdf,high_confidence,TKE,15,Wiring Diagram,Control system / wiring,TKE 1513-82 Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 04.pdf,high_confidence/TKE/TKE - 1515 04.pdf,high_confidence,TKE,18,Wiring Diagram,Control system / wiring,TKE 1515-04 Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,electrical drawing,wiring; medium=electrical,diagram,connection; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 05.pdf,high_confidence/TKE/TKE - 1515 05.pdf,high_confidence,TKE,14,Wiring Diagram,Control system / wiring,TKE 1515-05 Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 06.pdf,high_confidence/TKE/TKE - 1515 06.pdf,high_confidence,TKE,15,Wiring Diagram,Control system / wiring,TKE 1515-06 Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 08.pdf,high_confidence/TKE/TKE - 1515 08.pdf,high_confidence,TKE,14,Wiring Diagram,Control system / wiring,TKE 1515-08 Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 12.pdf,high_confidence/TKE/TKE - 1515 12.pdf,high_confidence,TKE,16,Wiring Diagram,Control system / wiring,TKE 1515-12 Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram,connection; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 13.pdf,high_confidence/TKE/TKE - 1515 13.pdf,high_confidence,TKE,14,Wiring Diagram,Control system / wiring,TKE 1515-13 Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 14.pdf,high_confidence/TKE/TKE - 1515 14.pdf,high_confidence,TKE,15,Wiring Diagram,Control system / wiring,TKE 1515-14 Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 23.pdf,high_confidence/TKE/TKE - 1515 23.pdf,high_confidence,TKE,14,Wiring Diagram,Control system / wiring,TKE 1515-23 Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 24.pdf,high_confidence/TKE/TKE - 1515 24.pdf,high_confidence,TKE,17,Wiring Diagram,Control system / wiring,TKE 1515-24 Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,electrical drawing,wiring; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 27.pdf,high_confidence/TKE/TKE - 1515 27.pdf,high_confidence,TKE,8,Unknown,Electrical Schematics / Control Instructions,TKE 1515 27,"high=electrical schematic,electrical schematics,schematic,schematics; medium=electrical; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 28.pdf,high_confidence/TKE/TKE - 1515 28.pdf,high_confidence,TKE,8,Unknown,Electrical Schematics / Control Instructions,TKE 1515 28,"high=electrical schematic,electrical schematics,schematic,schematics; medium=electrical; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 29.pdf,high_confidence/TKE/TKE - 1515 29.pdf,high_confidence,TKE,8,Unknown,Electrical Schematics / Control Instructions,TKE 1515 29,"high=electrical schematic,electrical schematics,schematic,schematics; medium=electrical; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 30.pdf,high_confidence/TKE/TKE - 1515 30.pdf,high_confidence,TKE,8,Unknown,Electrical Schematics / Control Instructions,TKE 1515 30,"high=electrical schematic,electrical schematics,schematic,schematics; medium=electrical; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 35.pdf,high_confidence/TKE/TKE - 1515 35.pdf,high_confidence,TKE,8,Unknown,Electrical Schematics / Control Instructions,TKE 1515 35,"high=electrical schematic,electrical schematics,schematic,schematics; medium=electrical; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 37.pdf,high_confidence/TKE/TKE - 1515 37.pdf,high_confidence,TKE,8,Unknown,Electrical Schematics / Control Instructions,TKE 1515 37,"high=electrical schematic,electrical schematics,schematic,schematics; medium=electrical; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 49.pdf,high_confidence/TKE/TKE - 1515 49.pdf,high_confidence,TKE,8,Unknown,Electrical Schematics / Control Instructions,TKE 1515 49,"high=electrical schematic,electrical schematics,schematic,schematics; medium=electrical; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 50 H05.pdf,high_confidence/TKE/TKE - 1515 50 H05.pdf,high_confidence,TKE,8,Unknown,Electrical Schematics / Control Instructions,TKE 1515 50 H05,"high=electrical schematic,electrical schematics,schematic,schematics; medium=electrical; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 53.pdf,high_confidence/TKE/TKE - 1515 53.pdf,high_confidence,TKE,8,Unknown,Electrical Schematics / Control Instructions,TKE 1515 53,"high=electrical schematic,electrical schematics,schematic,schematics; medium=electrical; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 54.pdf,high_confidence/TKE/TKE - 1515 54.pdf,high_confidence,TKE,8,Unknown,Electrical Schematics / Control Instructions,TKE 1515 54,"high=electrical schematic,electrical schematics,schematic,schematics; medium=electrical; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 55.pdf,high_confidence/TKE/TKE - 1515 55.pdf,high_confidence,TKE,8,Unknown,Electrical Schematics / Control Instructions,TKE 1515 55,"high=electrical schematic,electrical schematics,schematic,schematics; medium=electrical; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 56.pdf,high_confidence/TKE/TKE - 1515 56.pdf,high_confidence,TKE,8,Unknown,Electrical Schematics / Control Instructions,TKE 1515 56,"high=electrical schematic,electrical schematics,schematic,schematics; medium=electrical; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 57.pdf,high_confidence/TKE/TKE - 1515 57.pdf,high_confidence,TKE,8,Unknown,Electrical Schematics / Control Instructions,TKE 1515 57,"high=electrical schematic,electrical schematics,schematic,schematics; medium=electrical; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 58.pdf,high_confidence/TKE/TKE - 1515 58.pdf,high_confidence,TKE,8,Unknown,Electrical Schematics / Control Instructions,TKE 1515 58,"high=electrical schematic,electrical schematics,schematic,schematics; medium=electrical; doc_suffix"
Documentacao Tecnica/TKE/TKE - 1515 60.pdf,high_confidence/TKE/TKE - 1515 60.pdf,high_confidence,TKE,8,Unknown,Electrical Schematics / Control Instructions,TKE 1515 60,"high=electrical schematic,electrical schematics,schematic,schematics; medium=electrical; doc_suffix"
Documentacao Tecnica/TKE/TKE - 2657 15.pdf,high_confidence/TKE/CMC Electrical Schematics and Control Instructions.pdf,high_confidence,TKE,17,Wiring Diagram,CMC Control Panel / Electrical Schematics,CMC Electrical Schematics and Control Instructions,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,electrical schematics,wiring; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/TKE/TKE - 2657 62.pdf,high_confidence/TKE/CMC Electrical Schematics and Control Instructions__dup1.pdf,high_confidence,TKE,17,Wiring Diagram,CMC Control Panel / Electrical Schematics,CMC Electrical Schematics and Control Instructions,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,electrical schematics,wiring; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/TKE/TKE - Contactores 1V - 2672 03.pdf,high_confidence/TKE/CMC - 3 Electrical Schematics.pdf,high_confidence,TKE,17,Wiring Diagram,CMC-3 electrical contactors,CMC-3 Electrical Schematics,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,electrical schematics,wiring; medium=electrical,diagram; doc_suffix"
Documentacao Tecnica/TKE/TKE - NT0125 - DE - Manobra CMC - 4 controlo PTC rascunho.pdf,review/TKE/CMC - 4 PTC Motor Control Correction.pdf,review,TKE,4,Technical Note,Motor PTC / UCM Interface,CMC-4 PTC Motor Control Correction,high=wiring; medium=interface; doc_suffix
Documentacao Tecnica/TKE/TKE - NT027 - DE - CONVERSOR DE FREQUÊNCIA VACON NXP.pdf,review/TKE/Vacon NXP Encoder Wiring with OPT - A4.pdf,review,TKE,4,Technical Note,Vacon NXP Encoder Wiring,Vacon NXP Encoder Wiring with OPT-A4,high=wiring; medium=connection; doc_suffix
Documentacao Tecnica/TKE/TKE - NT061 - DE - Manobra K ligação da chave de patamar IBP.pdf,review/TKE/Manobra K Firefighter Landing Switch Wiring.pdf,review,TKE,4,Technical Note,Firefighter Mode / Landing Switch,Manobra K Firefighter Landing Switch Wiring,high=wiring; medium=connection; doc_suffix
Documentacao Tecnica/TKE/TKE - NT068 - DE - Variador KEF F5 ligação do encoder Máq assincronas.pdf,review/TKE/KEB F5 Encoder Incremental Wiring.pdf,review,TKE,4,Technical Note,Encoder wiring for KEB F5,KEB F5 Encoder Incremental Wiring,high=wiring; medium=connection; doc_suffix
Documentacao Tecnica/TKE/TKE - NT077 - DE - Display s DMG D13 - D43.pdf,review/TKE/DMG D13 and D43 Displays for Manobra K.pdf,review,TKE,4,Technical Note,Display integration and programming,DMG D13 and D43 Displays for Manobra K,high=wiring; medium=interface; doc_suffix
Documentacao Tecnica/TKE/TKE - Seguranças 1V - 2672 06.pdf,high_confidence/TKE/Safety Circuits 1V.pdf,high_confidence,TKE,16,Wiring Diagram,Safety circuits for CMC-3,Safety Circuits 1V,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram,circuit; doc_suffix"
Documentacao Tecnica/TKE/TKE - Seguranças 2V - 2672 06.pdf,high_confidence/TKE/Safety Circuits 2V.pdf,high_confidence,TKE,16,Wiring Diagram,Safety circuits for CMC-3,Safety Circuits 2V,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram,circuit; doc_suffix"
Documentacao Tecnica/TKE/TKE - Seguranças SCM VACON - 2672 44.pdf,high_confidence/TKE/Safety Circuits SCM Vacon.pdf,high_confidence,TKE,18,Wiring Diagram,Safety circuits with Vacon drive,Safety Circuits SCM Vacon,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic,schematics; medium=electrical,diagram,circuit; doc_suffix"
Documentacao Tecnica/TKE/TKE - monifo45e.pdf,review/TKE/AY ZSE shaft plate new cable and plug connection.pdf,review,TKE,4,Technical Note,Door plate / shaft switch,AY ZSE shaft plate: new cable and plug connection,high=wiring; medium=connection; doc_suffix
